images/train/abstract_painting/clyfford-still_ph-1033-1976.jpg,5
images/train/abstract_painting/conrad-marca-relli_fortune-teller.jpg,0
images/train/abstract_painting/william-scott_blue-on-blue-1967.jpg,5
images/train/abstract_painting/theodoros-stamos_infinity-field-torino-series-1-1986.jpg,0
images/train/abstract_painting/sam-francis_untitled-sf-90-342-1990.jpg,0
images/train/abstract_painting/mark-rothko_untitled-red-and-orange-on-salmon-1969.jpg,5
images/train/abstract_painting/frank-stella_untitled-1964.jpg,5
images/train/abstract_painting/brice-marden_hydra-1981.jpg,5
images/train/abstract_painting/richard-pousette-dart_inbalance-of-time-1992.jpg,0
images/train/abstract_painting/ralph-rosenborg_an-italian-landscape-with-trees-1966.jpg,0
images/train/abstract_painting/john-ferren_rock-totems-1948.jpg,0
images/train/abstract_painting/paul-jenkins_not_detected_235718.jpg,0
images/train/abstract_painting/paul-feeley_arpa-1964.jpg,5
images/train/abstract_painting/sam-francis_blue-sky-painting-1960.jpg,0
images/train/abstract_painting/manabu-mabe_passage-de-fuego-1961.jpg,0
images/train/abstract_painting/vasile-dobrian_i-have-tried.jpg,0
images/train/abstract_painting/barnett-newman_moment-1946.jpg,5
images/train/abstract_painting/helen-frankenthaler_shoreline-1952.jpg,5
images/train/abstract_painting/pino-pinelli_pittura-b-g-1991.jpg,14
images/train/abstract_painting/sam-francis_untitled-dark-blue-green-1966.jpg,0
images/train/abstract_painting/paul-feeley_minoa-1962.jpg,5
images/train/abstract_painting/paul-klee_refuge-1930(1).jpg,9
images/train/abstract_painting/gene-davis_licorice-stick-1961.jpg,5
images/train/abstract_painting/theodoros-stamos_infinity-field-jerusalem-series-3rd-letter-1985.jpg,0
images/train/abstract_painting/robert-ryman_rule-1991.jpg,14
images/train/abstract_painting/frank-lobdell_black-edge-ii-1962.jpg,0
images/train/abstract_painting/sam-francis_blue-balls-vii-1962.jpg,0
images/train/abstract_painting/walter-darby-bannard_sistene-1961.jpg,14
images/train/abstract_painting/perle-fine_cool-series-no-1-red-over-white-1963.jpg,5
images/train/abstract_painting/max-ernst_33-little-girls-chasing-butterflies-1958.jpg,7
images/train/abstract_painting/gerhard-richter_abstract-painting-610-1.jpg,0
images/train/abstract_painting/sam-francis_untitled-from-pasadena-box-lembark-l62-1963.jpg,0
images/train/abstract_painting/larry-bell_my-montauk-1960.jpg,14
images/train/abstract_painting/theodoros-stamos_flight-of-the-spectre-1949.jpg,0
images/train/abstract_painting/agnes-martin_the-harvest-1965.jpg,14
images/train/abstract_painting/olivier-debre_petit-vert-la-tache-rose-1976.jpg,5
images/train/abstract_painting/clyfford-still_ph-385-1949-no-1-1949.jpg,0
images/train/abstract_painting/conrad-marca-relli_untitled-1960.jpg,0
images/train/abstract_painting/frank-stella_ifafa-ii-1967.jpg,14
images/train/abstract_painting/doug-ohlson_peep-show-1993.jpg,5
images/train/abstract_painting/norman-bluhm_excalibur-1960.jpg,0
images/train/abstract_painting/frank-stella_sunset-beach-sketch-1967.jpg,5
images/train/abstract_painting/fernand-leger_the-level-crossing-1912.jpg,7
images/train/abstract_painting/barnett-newman_canto-xv-1964.jpg,5
images/train/abstract_painting/helen-frankenthaler_southern-exposure-2005.jpg,5
images/train/abstract_painting/conrad-marca-relli_untitled-1958.jpg,0
images/train/abstract_painting/jimmy-ernst_hieroglyphics-1969.jpg,0
images/train/abstract_painting/alice-baber_lavender-high-1968.jpg,0
images/train/abstract_painting/paul-jenkins_the-color-of-light.jpg,5
images/train/abstract_painting/sam-francis_round-the-world-1959.jpg,0
images/train/abstract_painting/mark-tobey_washington-1.jpg,0
images/train/abstract_painting/robert-mangold_column-structure-ix-2006.jpg,14
images/train/abstract_painting/victor-pasmore_appollo-1-ascending-development-1969.jpg,0
images/train/abstract_painting/willem-de-kooning_study-for-backdrop.jpg,0
images/train/abstract_painting/william-baziotes_dwarf-1947.jpg,0
images/train/abstract_painting/sam-francis_untitled-1947.jpg,0
images/train/abstract_painting/cy-twombly_academy.jpg,0
images/train/abstract_painting/gene-davis_christmas-tree-1956.jpg,0
images/train/abstract_painting/conrad-marca-relli_cunard-l-8-62-1962.jpg,5
images/train/abstract_painting/arthur-pinajian_untitled-landscape-bellport-no-347-1982.jpg,0
images/train/abstract_painting/mark-rothko_not_detected_242137.jpg,5
images/train/abstract_painting/gene-davis_hummingbird-1978.jpg,14
images/train/abstract_painting/richard-pousette-dart_the-atom-one-world-1948.jpg,0
images/train/abstract_painting/agnes-martin_mountain-i-1966.jpg,14
images/train/abstract_painting/manabu-mabe_untitled-1972.jpg,0
images/train/abstract_painting/john-hoyland_letter-to-chaim-10-7-06-2006.jpg,0
images/train/abstract_painting/perle-fine_undisciplined-emotion-i-1959.jpg,0
images/train/abstract_painting/brice-marden_grove-group-iii-1973.jpg,14
images/train/abstract_painting/forrest-bess_untitled-1948.jpg,0
images/train/abstract_painting/jane-frank_untitled.jpg,0
images/train/abstract_painting/howard-mehring_untitled-1960(2).jpg,0
images/train/abstract_painting/sam-francis_dewy-unicorn-1972.jpg,0
images/train/abstract_painting/joan-mitchell_untitled-1969.jpg,0
images/train/abstract_painting/albert-gleizes_composition-au-diapason.jpg,7
images/train/abstract_painting/ramon-oviedo_persistencia-de-la-forma-en-la-materia(4).jpg,9
